co2_ch4_n2o_scope_1_3,carbon_intensity,board_diversity,corruption_cases,governance_compliance_score,total_energy_consumption,renewable_energy_share,turnover_rate,injury_frequency_rate,green_financing
58.07,97.47,14.04,17.0,42.07,22.4,70.5,5.59,74.8,95.46
61.08,43.92,28.18,13.0,46.73,6.85,49.64,17.34,41.35,69.42
75.07,34.91,16.3,42.0,50.1,55.69,11.01,44.85,69.15,97.71
25.39,94.91,77.04,45.0,75.4,43.29,61.65,43.15,24.57,4.08
25.92,10.19,78.39,26.0,67.19,40.96,61.85,86.7,62.17,47.76
44.67,32.99,65.53,15.0,11.28,9.16,40.48,10.03,64.7,53.83
0.26,70.56,56.86,10.0,54.29,44.85,95.1,94.69,27.08,73.97
79.5,33.85,9.85,43.0,13.08,11.44,44.81,25.06,25.71,29.18
27.92,52.8,29.32,24.0,85.57,24.77,72.74,25.88,93.43,45.39
73.25,96.31,53.39,0.0,12.88,50.56,58.25,2.5,58.2,94.47
58.62,75.2,12.28,43.0,12.86,30.62,67.37,20.27,74.7,27.18
81.55,13.97,62.73,24.0,45.77,84.17,67.28,81.28,53.86,2.07
92.73,81.65,69.26,26.0,45.28,49.5,99.62,26.43,21.19,76.12
19.89,83.58,63.39,40.0,91.02,68.57,94.85,16.09,24.53,88.59
46.85,34.44,88.72,35.0,25.74,87.95,96.64,85.26,49.32,44.26
48.68,77.45,8.63,43.0,89.97,87.11,70.54,56.86,92.0,51.62
35.57,83.62,79.08,41.0,85.96,63.21,18.2,98.18,63.37,25.8
74.85,71.31,41.98,19.0,44.11,94.5,32.84,74.28,21.0,63.75
79.78,2.88,21.99,14.0,20.35,17.07,21.24,21.19,22.15,98.39
49.22,13.72,58.57,10.0,30.77,64.31,52.23,37.61,5.91,71.61
54.75,78.19,40.65,32.0,75.62,59.08,52.5,43.37,15.8,17.16
61.62,86.65,63.75,8.0,73.84,21.4,4.25,29.79,46.98,54.26
97.27,53.22,67.03,38.0,82.55,88.7,36.34,31.31,57.24,98.09
15.94,10.5,54.68,5.0,5.42,76.43,21.05,80.88,94.67,96.71
28.76,89.34,65.97,17.0,57.45,13.41,56.43,23.59,84.91,7.45
4.71,46.47,19.73,20.0,22.2,91.47,11.88,86.93,46.87,51.89
59.42,57.08,34.21,48.0,29.05,29.11,17.53,75.69,0.82,70.37
94.44,73.15,14.8,17.0,25.26,52.69,16.31,27.21,7.62,86.07
34.83,16.38,80.69,5.0,73.0,37.01,27.41,60.85,11.37,2.21
49.49,68.41,96.63,33.0,24.19,15.7,28.19,13.17,99.08,98.92
11.1,2.88,50.38,41.0,24.04,75.33,6.69,31.08,67.12,55.48
46.38,2.52,3.53,11.0,46.97,51.73,10.44,4.79,57.42,17.16
74.56,59.9,87.31,14.0,58.15,23.47,68.02,40.54,12.24,97.66
79.51,20.64,39.15,10.0,69.67,16.27,9.73,36.03,79.2,2.59
3.83,43.71,2.88,42.0,43.09,21.41,15.34,26.22,50.88,59.48
47.09,5.8,58.64,30.0,97.19,68.85,63.34,36.72,11.09,65.22
48.61,17.6,21.86,28.0,39.95,24.92,13.62,72.73,51.3,52.54
94.62,39.41,97.56,25.0,94.61,16.29,70.34,87.08,4.97,6.31
25.58,88.58,21.61,22.0,39.86,31.89,73.31,3.66,92.56,63.58
16.91,59.37,9.1,47.0,1.23,13.6,49.18,80.2,52.23,63.48
66.16,27.72,96.26,0.0,37.64,34.12,19.58,46.44,81.33,44.7
67.58,81.01,96.88,6.0,53.37,91.12,77.86,32.17,93.98,61.56
99.41,16.55,63.94,48.0,73.62,17.61,82.79,17.3,40.71,67.23
20.42,59.52,7.05,40.0,5.0,33.47,37.29,77.97,24.62,21.15
87.69,2.81,51.87,1.0,45.34,98.4,31.47,78.26,2.74,55.93
41.94,21.39,67.01,5.0,97.67,37.66,1.67,35.41,89.02,32.84
87.23,32.23,40.01,5.0,42.93,40.39,26.18,64.37,61.42,54.66
32.66,24.04,26.45,0.0,42.8,46.75,29.04,35.33,0.75,9.02
14.48,7.15,73.98,44.0,82.79,3.12,40.46,22.57,22.86,28.94
3.2,99.74,21.03,5.0,40.88,65.02,80.04,12.15,0.3,47.18
35.54,22.71,68.31,45.0,17.73,26.64,89.07,73.95,37.37,7.37
78.45,53.66,48.0,21.0,95.04,87.13,34.6,58.72,49.51,16.48
57.08,91.17,22.68,0.0,33.72,42.5,91.36,23.39,1.29,82.61
7.46,73.68,79.56,16.0,36.51,59.53,36.02,71.9,82.37,74.09
18.0,41.7,91.9,8.0,20.46,0.62,31.12,44.74,54.48,71.64
2.26,81.9,26.76,16.0,79.08,61.51,5.11,32.58,53.37,47.3
3.04,21.07,0.33,1.0,39.76,17.02,48.71,62.05,65.79,78.48
33.97,67.58,49.14,30.0,36.58,59.76,8.46,95.95,26.5,23.56
61.71,0.71,27.42,33.0,93.82,19.81,72.4,99.85,12.15,62.24
60.32,12.7,76.89,13.0,86.18,54.13,23.71,43.83,96.38,57.73
52.15,93.03,57.85,47.0,45.29,55.46,14.33,22.67,59.56,41.39
49.63,82.54,46.08,29.0,69.82,81.22,6.65,73.51,46.8,44.79
97.89,58.21,31.18,38.0,58.87,16.71,70.95,95.58,84.56,30.81
44.23,50.71,45.82,31.0,52.38,66.99,22.62,44.75,86.2,13.26
72.21,74.42,15.45,45.0,24.52,40.12,8.54,76.84,22.23,32.04
96.54,3.08,45.24,43.0,93.5,82.21,76.84,74.88,13.8,66.54
17.66,51.26,95.82,18.0,16.47,89.12,18.29,12.89,26.68,3.57
75.63,67.36,0.38,35.0,4.61,32.28,4.07,13.96,5.56,6.88
36.8,14.64,40.58,44.0,50.36,18.61,53.67,47.16,42.24,39.83
22.72,5.68,24.09,44.0,41.79,65.69,33.22,42.32,9.25,82.98
12.93,92.76,16.46,29.0,67.24,30.15,53.59,48.58,64.93,31.16
88.27,30.07,43.41,45.0,20.51,54.04,96.27,9.54,3.23,25.37
49.27,91.39,75.67,37.0,6.8,36.81,31.63,39.35,32.51,0.14
26.08,6.96,53.42,29.0,64.86,9.22,95.72,66.17,92.28,55.66
3.47,22.37,77.79,16.0,81.76,92.52,87.07,75.95,26.92,51.25
40.05,12.29,60.81,1.0,76.95,9.34,82.06,73.86,35.54,6.3
28.48,28.91,51.03,12.0,4.54,60.97,72.06,84.1,0.28,31.92
71.1,45.01,89.56,29.0,42.93,90.31,2.56,85.1,31.87,16.34
58.47,18.34,76.44,26.0,5.99,85.45,11.83,91.42,69.94,62.59
36.94,4.01,82.57,48.0,21.15,69.09,21.77,48.16,35.41,87.38
18.46,80.34,2.61,18.0,16.58,65.42,37.79,86.73,86.08,58.92
42.89,94.01,52.25,13.0,32.99,46.21,60.75,19.01,12.73,31.7
94.95,67.79,93.22,7.0,77.53,23.33,35.28,96.08,7.59,23.35
9.39,49.33,22.28,39.0,64.41,58.44,16.02,30.82,24.24,13.02
16.29,92.0,35.06,34.0,30.37,94.66,78.84,18.13,71.03,59.46
28.12,79.91,43.62,48.0,90.96,34.93,28.77,83.15,58.58,45.57
87.54,32.27,37.78,46.0,21.84,35.78,45.87,47.38,43.12,87.75
5.69,90.28,95.27,0.0,49.44,93.42,66.2,14.81,23.59,3.43
41.47,10.82,22.77,36.0,75.94,39.53,65.38,0.97,26.01,0.08
25.2,55.18,67.66,12.0,82.26,72.32,90.73,42.05,2.08,99.77
37.73,43.26,15.09,45.0,2.18,91.27,48.98,37.46,70.21,23.41
6.39,98.03,8.89,47.0,66.1,64.68,92.22,35.21,15.52,53.76
38.58,91.01,68.4,42.0,54.55,78.49,80.53,91.28,30.39,45.5
57.92,21.71,82.65,35.0,4.92,5.96,6.28,84.2,40.97,22.09
8.79,13.08,47.86,12.0,3.94,49.26,27.66,77.15,36.13,32.77
69.06,57.8,71.76,10.0,71.32,70.62,17.22,31.96,55.66,5.04
12.82,75.62,90.41,25.0,11.79,71.5,5.29,69.23,80.41,82.2
58.08,35.22,16.78,18.0,6.02,53.92,40.34,18.15,38.79,2.71
4.92,77.29,92.37,0.0,57.94,23.44,0.88,34.91,66.37,49.04
39.98,72.38,18.98,37.0,13.73,13.32,9.57,76.8,80.0,13.86
71.39,63.34,19.58,9.0,56.15,87.16,72.2,0.05,72.22,74.15
40.73,71.75,33.08,1.0,83.26,92.52,60.57,19.49,79.9,87.99
47.29,31.3,34.68,19.0,60.64,44.2,3.45,65.97,14.85,39.67
37.1,74.21,80.47,41.0,28.67,55.79,22.56,0.32,49.72,74.99
50.96,37.39,25.33,25.0,45.25,24.85,81.4,31.28,30.94,64.49
40.94,1.03,82.49,42.0,41.05,3.16,11.62,52.81,42.21,24.53
29.55,44.03,97.79,31.0,74.71,40.62,2.91,15.33,53.21,34.29
13.94,90.61,97.3,1.0,92.0,95.65,12.15,50.69,97.86,0.87
29.68,39.62,21.84,32.0,94.68,43.3,22.04,31.13,2.16,60.48
94.67,36.42,80.09,24.0,80.09,78.24,47.82,67.4,12.94,48.17
59.22,1.62,21.36,18.0,62.66,44.19,33.33,39.11,36.88,27.66
6.82,63.66,51.97,6.0,71.08,47.1,47.2,17.2,29.43,28.24
68.4,92.24,35.01,22.0,15.48,71.24,71.65,22.92,88.06,39.28
40.41,56.23,9.86,28.0,47.81,17.5,32.58,17.19,73.04,2.63
1.71,15.78,58.19,0.0,25.59,58.25,9.48,42.27,75.02,43.09
49.76,3.96,30.27,28.0,33.99,24.79,57.98,72.21,62.43,88.39
14.25,34.02,41.25,8.0,12.38,77.82,71.04,34.47,88.91,4.98
48.43,3.94,12.28,42.0,99.55,62.14,72.8,62.73,87.75,52.8
32.7,32.25,49.35,7.0,0.83,2.52,99.6,30.53,30.18,83.67
19.41,63.42,86.15,4.0,82.49,95.49,78.75,26.67,7.86,19.6
48.47,60.1,82.17,43.0,28.45,87.1,71.89,86.4,61.77,46.81
20.96,11.68,21.35,3.0,43.46,41.2,56.33,22.22,84.82,89.18
98.03,51.33,65.99,18.0,37.0,95.32,27.92,44.99,7.34,82.06
76.42,40.85,29.04,44.0,54.89,90.83,5.41,35.81,11.4,71.29
16.29,87.46,13.85,31.0,53.51,67.85,86.74,51.89,88.35,94.66
68.62,80.66,66.68,17.0,66.63,28.17,65.05,70.19,95.44,18.15
57.71,50.88,90.28,23.0,77.15,82.58,16.93,92.32,99.45,56.44
99.52,39.31,99.38,7.0,83.76,10.09,49.2,2.2,3.99,48.03
90.4,35.64,55.14,34.0,0.81,26.04,8.99,52.84,63.7,44.88
96.52,38.27,50.13,25.0,1.74,95.31,65.46,0.84,44.02,76.32
58.59,61.45,85.13,1.0,35.53,98.58,80.93,36.56,61.25,53.9
11.04,69.46,6.17,30.0,66.64,89.67,89.37,38.89,39.15,64.05
92.04,9.13,36.9,39.0,74.4,10.23,4.9,87.77,23.58,56.7
39.59,81.06,99.76,43.0,24.58,23.77,42.14,26.94,72.76,12.55
41.95,11.56,16.82,45.0,84.49,8.83,68.25,1.75,16.1,10.38
53.72,76.97,49.14,13.0,93.6,69.09,61.21,44.63,29.19,56.39
21.87,2.35,29.38,38.0,91.24,53.94,73.13,90.8,71.41,92.06
1.52,92.17,34.61,49.0,83.38,77.24,38.13,4.11,66.4,2.41
8.87,27.41,67.91,14.0,27.46,10.38,42.98,40.66,70.73,86.19
24.23,47.5,62.41,20.0,4.46,25.77,75.89,69.93,94.69,53.2
65.28,84.59,35.73,47.0,41.56,9.38,64.04,57.96,95.59,16.06
40.75,85.03,50.04,18.0,70.11,36.38,44.39,27.49,31.78,5.1
28.35,80.91,14.76,14.0,25.27,26.68,49.6,36.3,75.19,12.46
34.93,29.46,0.98,31.0,13.19,92.93,84.96,60.82,52.9,21.49
10.65,23.87,0.96,14.0,7.15,40.34,62.96,50.15,77.57,16.47
17.54,49.0,33.14,29.0,86.84,73.64,46.45,68.23,44.48,12.7
75.7,32.08,8.05,22.0,20.18,63.86,23.59,2.21,39.29,8.43
94.78,14.43,15.48,17.0,16.9,98.87,71.0,22.92,14.05,37.49
46.01,33.17,19.74,36.0,83.1,10.4,66.98,39.62,94.24,39.11
84.34,38.55,10.17,21.0,6.19,32.17,5.77,15.51,83.81,10.98
38.62,53.37,25.51,21.0,69.57,97.59,59.05,22.19,46.41,2.21
96.93,94.06,2.75,6.0,99.59,27.87,3.81,51.69,20.88,97.42
78.47,26.57,98.08,42.0,83.4,64.16,12.89,82.19,33.72,14.54
28.62,66.67,10.15,13.0,4.57,17.8,96.57,11.64,42.6,11.74
15.83,90.75,67.81,25.0,4.04,28.63,32.85,38.3,50.64,22.75
91.47,50.94,75.53,49.0,59.05,40.95,63.61,41.91,80.03,66.3
6.18,35.43,95.13,18.0,17.57,52.58,66.08,74.71,99.92,82.4
71.3,84.9,10.7,39.0,93.4,74.08,38.17,12.82,15.32,1.81
28.55,78.2,40.32,22.0,85.22,70.16,77.88,18.8,83.49,22.19
59.38,99.98,18.66,5.0,82.99,67.17,44.05,19.0,42.36,0.32
12.76,69.51,85.53,34.0,96.88,32.09,75.1,2.9,21.61,65.23
47.34,28.85,65.38,22.0,63.99,48.64,27.7,11.64,14.45,35.57
88.31,79.56,50.18,9.0,4.8,13.67,54.8,78.34,48.26,62.0
32.4,8.37,95.93,17.0,60.42,87.86,30.7,81.25,76.61,22.87
5.78,42.88,4.38,37.0,32.27,90.5,24.1,74.57,8.0,29.32
37.94,48.13,97.88,20.0,24.33,69.09,16.95,27.52,38.26,70.98
13.32,69.95,46.13,28.0,95.64,62.45,95.14,86.44,75.24,98.7
91.79,0.23,94.92,44.0,95.03,47.93,59.18,92.67,89.49,11.73
89.67,59.82,52.42,6.0,20.63,18.3,36.51,43.73,47.41,48.83
22.42,12.67,34.64,34.0,83.3,83.86,78.54,49.4,91.63,12.29
18.84,11.73,58.44,1.0,66.74,40.28,87.33,64.85,40.64,48.87
40.14,96.94,36.65,38.0,13.3,49.09,54.06,58.85,70.87,75.43
2.57,80.77,0.9,6.0,99.25,48.01,68.34,34.24,85.55,15.16
64.6,79.53,21.37,15.0,43.25,9.85,27.9,43.26,88.62,31.78
73.78,17.56,65.4,7.0,20.51,80.09,6.3,72.05,88.32,49.79
0.58,7.43,76.34,9.0,41.13,50.88,48.6,61.26,43.7,65.63
41.71,60.25,81.04,38.0,38.98,15.59,75.41,8.61,24.61,84.46
78.05,23.28,73.24,3.0,50.27,88.91,39.21,79.72,87.3,47.89
17.32,42.43,7.49,36.0,23.57,78.0,73.05,88.37,5.51,75.05
42.02,12.05,20.47,28.0,20.14,52.35,38.17,37.28,46.34,13.77
18.09,52.51,24.44,23.0,84.12,30.43,34.18,71.34,4.03,73.55
22.04,76.87,5.38,4.0,40.15,85.2,27.82,73.45,8.57,51.76
56.64,0.06,15.49,26.0,79.72,65.39,74.32,42.21,20.28,41.37
32.19,5.56,12.52,6.0,72.41,8.8,11.77,41.42,25.23,48.13
89.39,36.72,99.27,15.0,94.01,18.48,84.22,95.97,32.28,29.68
35.21,61.1,92.81,37.0,85.87,96.2,22.57,26.95,65.43,59.16
51.99,82.63,49.58,21.0,36.17,15.4,74.04,70.95,0.47,22.89
5.53,43.18,94.77,29.0,61.05,10.26,75.76,46.44,16.76,41.35
60.89,23.55,93.6,32.0,85.07,45.79,50.14,73.87,21.79,4.65
93.79,46.01,21.35,46.0,3.94,30.67,86.38,47.84,44.13,23.03
48.62,90.85,78.71,19.0,64.92,48.07,3.85,96.74,40.21,88.25
98.29,75.67,89.46,1.0,28.54,11.0,61.54,20.28,82.7,2.39
14.46,47.29,75.26,37.0,27.8,87.11,20.81,69.71,15.13,36.83
1.88,92.07,55.0,14.0,45.77,53.4,6.68,38.81,47.43,30.33
61.43,21.36,91.75,10.0,76.28,28.0,12.53,16.35,70.32,12.71
28.0,10.26,88.83,13.0,40.27,5.07,21.9,6.4,3.78,25.01
10.05,26.2,7.61,46.0,8.27,70.3,62.82,31.95,80.35,59.0
19.34,97.27,4.64,21.0,84.0,2.83,82.55,66.66,9.98,28.29
0.1,69.69,49.33,41.0,65.81,25.51,6.06,6.61,29.65,81.68
44.15,62.48,27.0,13.0,93.27,95.37,27.52,39.92,29.0,19.55
5.86,3.92,56.5,35.0,17.99,62.85,75.88,1.29,0.98,38.04
86.76,71.79,4.11,11.0,33.58,14.12,16.02,15.53,73.08,29.72
5.7,33.89,13.76,19.0,21.09,55.32,53.91,59.66,50.44,76.73
18.15,2.52,55.65,10.0,43.9,89.52,85.92,18.46,89.11,7.57
87.6,31.44,84.69,23.0,78.4,88.57,84.84,87.2,29.04,81.4
73.74,19.68,58.73,9.0,81.21,78.65,23.57,19.85,5.5,21.83
14.48,35.51,60.73,7.0,20.42,84.95,3.77,96.81,52.53,91.83
15.26,92.72,33.36,33.0,88.9,26.44,6.96,49.21,41.37,46.09
17.5,31.13,72.85,31.0,76.31,57.83,94.18,78.11,99.09,38.47
31.01,48.09,27.44,14.0,34.35,49.9,81.25,2.83,57.73,0.4
53.11,80.53,61.49,2.0,86.76,15.92,1.15,11.8,58.38,16.24
35.12,7.69,80.33,26.0,17.61,37.69,28.93,37.0,75.3,46.68
65.99,89.61,62.19,28.0,90.4,54.55,90.42,57.29,70.46,45.29
14.82,15.78,95.0,19.0,10.91,51.27,11.47,17.87,30.96,12.91
95.23,90.37,15.33,23.0,70.2,83.26,55.38,12.41,81.7,83.89
34.49,98.55,15.48,23.0,23.59,14.91,93.09,88.93,43.44,84.91
99.22,32.43,70.61,15.0,7.57,20.46,27.44,76.4,31.87,13.73
43.07,35.38,28.45,36.0,82.94,55.16,23.07,28.77,1.87,96.06
86.51,5.83,52.54,9.0,49.82,89.07,73.29,92.4,30.83,22.57
50.22,86.53,0.64,34.0,76.43,14.24,2.85,68.06,21.2,99.74
33.97,64.19,38.13,4.0,41.21,11.97,5.45,96.7,7.53,45.57
50.19,14.66,11.44,7.0,98.78,97.74,75.48,40.89,81.37,73.89
0.01,93.02,78.16,36.0,10.9,93.56,15.12,81.83,19.15,49.73
87.95,72.96,45.66,10.0,16.3,52.12,19.91,99.33,64.95,75.82
35.43,99.07,60.78,11.0,81.78,25.34,21.85,80.06,63.19,45.14
86.52,45.8,25.56,11.0,5.13,81.25,30.58,68.32,20.52,48.84
45.54,75.67,47.48,29.0,85.07,41.02,83.2,4.96,93.84,28.51
46.13,9.11,65.76,2.0,31.2,51.21,22.83,3.71,42.54,45.95
10.09,43.45,69.75,12.0,0.66,20.18,78.89,86.55,70.25,75.72
13.16,74.94,51.64,1.0,49.22,3.75,40.57,74.58,68.88,25.66
19.27,4.79,9.73,41.0,47.02,93.65,20.26,45.2,79.73,85.4
74.5,56.71,39.51,5.0,86.8,94.87,10.25,28.54,82.52,55.21
11.27,28.18,69.11,20.0,40.64,95.38,69.11,72.94,42.36,36.62
74.87,19.42,11.45,36.0,99.23,61.09,70.2,56.53,21.03,34.1
13.16,92.88,0.87,8.0,43.57,61.44,2.58,96.06,35.59,8.26
57.04,60.41,21.93,42.0,77.8,36.5,0.06,50.44,72.63,21.01
18.91,7.2,57.74,27.0,9.31,68.05,16.15,26.57,11.78,24.64
65.2,94.66,19.3,11.0,26.59,84.68,41.41,17.08,63.77,15.21
93.49,44.1,0.09,43.0,32.08,4.19,14.77,66.41,27.47,89.4
56.25,28.66,44.92,37.0,75.38,43.68,66.81,53.84,83.3,24.52
27.72,32.23,76.45,27.0,27.87,76.42,91.67,47.6,65.76,36.21
13.42,35.71,81.76,5.0,65.1,20.0,93.13,13.58,63.45,98.88
66.79,54.38,9.28,10.0,99.22,34.05,79.71,30.87,44.91,62.77
38.42,95.45,46.78,41.0,61.81,58.51,42.17,30.82,38.52,36.03
63.9,18.75,86.12,8.0,19.89,3.8,55.67,46.69,77.38,70.82
8.4,97.13,45.3,47.0,30.5,49.64,9.89,49.76,55.56,52.77
45.57,1.9,83.23,25.0,10.83,58.8,61.25,9.42,2.85,99.21
67.31,17.44,38.32,45.0,8.99,7.21,83.02,50.93,3.01,74.5
8.23,38.12,14.32,48.0,51.23,11.04,93.55,50.25,15.31,20.15
41.29,37.7,26.04,30.0,43.79,58.67,31.24,4.28,93.06,19.88
7.17,33.89,38.49,34.0,99.92,25.82,66.85,67.65,76.26,53.89
82.55,37.53,32.37,14.0,3.9,3.21,84.37,80.48,23.85,1.2
9.62,28.43,46.22,14.0,42.25,57.96,87.81,69.8,2.9,35.08
91.83,31.0,50.36,41.0,42.86,48.65,26.85,16.67,44.1,71.81
82.72,27.2,33.52,33.0,73.45,54.73,60.09,84.58,36.83,38.46
13.73,4.77,35.09,42.0,45.98,29.94,18.55,46.07,77.78,30.7
59.6,39.05,80.39,19.0,51.84,70.59,80.38,70.17,58.43,7.36
70.0,12.2,72.79,10.0,41.83,80.35,26.04,39.58,32.18,18.22
51.71,87.43,40.34,12.0,29.11,48.61,15.69,32.72,58.96,43.04
67.64,62.08,66.78,18.0,12.75,87.39,56.67,93.66,89.78,25.2
84.89,83.0,99.19,10.0,53.69,49.03,53.59,73.05,78.86,1.27
23.3,90.32,23.19,39.0,11.66,19.38,37.91,23.08,86.93,16.9
38.61,8.24,2.56,39.0,2.5,70.22,83.99,78.34,97.91,76.55
39.27,87.38,53.53,41.0,81.45,93.13,61.28,88.36,3.21,63.04
31.63,85.74,49.67,25.0,41.32,61.83,78.43,50.61,60.3,28.95
40.12,43.61,79.06,29.0,94.76,69.74,52.31,91.3,88.04,82.47
81.04,56.86,29.99,10.0,81.03,78.27,5.87,37.57,74.16,39.46
42.41,61.7,5.41,24.0,59.08,19.78,43.12,58.31,79.29,75.23
50.25,93.33,58.02,37.0,4.17,51.37,88.21,42.91,98.95,39.19
40.03,5.76,33.32,6.0,71.57,11.1,64.96,61.81,50.3,13.51
85.89,91.34,63.48,21.0,75.77,56.17,83.83,51.01,72.76,24.81
34.73,31.96,77.57,35.0,74.03,96.86,95.06,84.29,0.14,62.78
74.26,7.76,72.5,30.0,80.63,84.31,13.04,89.39,26.6,35.78
52.12,36.33,52.34,8.0,76.01,68.83,56.68,62.82,16.01,95.07
6.61,94.18,70.39,4.0,97.59,82.42,69.99,18.55,10.16,90.5
53.69,34.27,62.27,32.0,79.68,10.0,70.09,56.63,56.87,65.14
20.95,13.78,73.52,30.0,51.35,53.83,67.86,87.59,58.95,59.95
16.8,95.3,54.52,19.0,59.23,37.06,24.79,81.68,39.48,18.35
94.87,25.55,83.09,26.0,84.04,99.62,39.84,77.1,46.45,36.64
76.58,79.08,45.68,29.0,36.04,24.56,38.68,18.63,30.64,13.51
31.45,65.97,94.04,45.0,71.67,95.43,44.77,42.2,55.14,15.87
73.61,80.47,68.68,5.0,99.08,31.32,96.57,78.03,32.22,5.27
91.7,55.97,23.03,30.0,32.1,48.19,60.28,69.21,97.76,99.23
68.66,60.9,24.89,25.0,6.64,8.84,27.78,5.58,43.48,40.14
24.41,76.21,45.88,7.0,21.5,17.9,64.47,41.58,3.33,85.45
13.78,35.78,86.0,15.0,11.31,95.61,35.02,62.76,13.99,34.32
67.43,49.48,76.06,37.0,85.54,11.74,0.48,50.26,7.16,18.5
75.44,63.33,66.71,39.0,64.92,34.34,4.0,75.03,81.49,60.48
53.79,86.8,10.28,45.0,33.79,99.72,71.41,43.38,94.01,14.86
10.38,29.95,65.96,1.0,68.74,58.19,0.82,23.4,69.67,67.84
64.26,26.71,48.33,10.0,11.28,5.73,59.4,25.01,12.61,95.41
90.5,90.63,97.26,38.0,93.74,38.6,21.51,27.85,90.53,10.99
47.04,34.41,72.67,8.0,3.43,5.92,24.37,25.38,8.68,97.96
55.91,38.01,18.16,10.0,50.2,25.98,43.92,55.69,71.56,11.54
89.07,51.23,28.66,43.0,72.29,2.78,26.11,96.91,15.16,82.91
38.93,15.73,75.94,48.0,92.44,60.78,34.22,5.0,17.42,31.54
87.88,38.37,41.1,0.0,52.75,81.28,30.48,45.43,74.08,77.33
46.95,65.46,4.01,12.0,23.05,71.66,22.29,65.45,93.5,11.2
36.9,72.18,51.99,49.0,73.77,65.5,53.82,7.26,6.24,78.12
62.21,19.66,91.25,5.0,47.78,1.61,63.89,35.34,28.2,3.29
12.98,63.69,31.03,32.0,19.98,72.65,11.84,33.37,50.85,29.98
41.67,28.9,62.35,20.0,13.79,28.53,42.58,95.58,48.89,54.71
67.98,91.91,38.23,25.0,98.65,57.04,18.08,91.48,5.69,13.39
81.48,21.06,73.41,25.0,38.78,66.06,93.41,21.14,30.76,90.82
52.21,4.62,74.5,33.0,93.45,51.93,1.0,13.22,66.41,22.57
61.66,9.83,33.96,11.0,34.75,34.09,43.14,75.23,13.29,62.43
84.52,42.23,97.38,36.0,52.34,75.84,53.63,21.27,90.32,5.54
93.55,40.44,88.28,40.0,60.07,90.03,55.23,4.36,81.26,34.63
71.64,87.34,61.69,22.0,1.52,96.88,92.55,40.64,55.68,55.83
89.0,68.15,65.87,6.0,37.59,97.9,4.5,32.58,46.15,64.57
19.46,46.6,65.29,16.0,61.22,74.58,40.34,14.01,53.6,80.48
93.89,93.21,7.21,46.0,91.57,88.85,27.68,69.44,35.03,39.85
7.87,20.67,87.18,1.0,58.2,85.02,98.09,75.35,2.29,10.52
35.02,44.69,15.4,15.0,52.53,53.5,42.38,16.97,9.43,59.35
50.65,2.41,44.23,0.0,49.15,92.39,21.29,96.19,14.63,17.25
57.38,87.88,76.64,19.0,74.99,70.27,76.02,88.96,19.88,15.74
40.09,1.26,2.96,11.0,73.44,34.53,32.48,17.09,48.75,71.0
85.72,78.23,58.31,28.0,72.12,78.49,0.71,10.3,38.14,99.33
82.27,40.02,72.73,25.0,98.17,79.79,22.69,57.63,47.41,82.3
56.52,57.39,63.94,11.0,92.18,80.16,79.22,2.59,62.8,81.79
62.51,49.81,64.92,45.0,69.35,55.93,16.93,97.24,57.61,63.68
45.39,73.28,82.76,5.0,15.7,23.34,23.55,92.51,4.32,41.25
31.53,23.83,24.14,2.0,68.14,30.35,47.92,78.25,8.65,35.32
95.22,81.18,31.34,16.0,28.7,82.28,37.79,94.88,27.89,58.49
75.8,84.66,23.58,26.0,43.19,79.07,53.23,97.01,72.29,66.12
48.86,17.7,39.89,21.0,18.76,8.1,76.7,29.43,66.22,83.44
99.02,63.29,68.98,34.0,38.29,61.51,12.33,45.62,60.16,31.52
15.68,84.19,65.1,6.0,26.17,91.3,35.84,31.47,3.75,99.42
64.41,26.26,24.35,29.0,39.33,49.28,50.89,0.99,10.67,9.52
56.65,72.98,76.73,34.0,40.29,74.61,74.85,13.34,48.99,92.94
52.76,0.78,82.72,16.0,52.91,88.6,36.22,61.02,80.89,66.0
19.88,42.96,61.66,6.0,94.87,21.75,63.12,27.59,70.24,48.11
37.41,44.15,85.64,43.0,45.76,33.18,85.07,90.32,6.18,4.9
94.3,57.95,94.13,29.0,46.43,22.52,52.47,40.48,72.07,33.72
7.81,36.13,97.68,15.0,2.24,25.43,20.35,9.71,71.09,8.76
73.65,16.9,44.87,43.0,34.7,34.18,39.72,54.15,28.31,3.42
47.78,32.33,99.21,47.0,39.72,86.98,59.58,29.35,15.74,64.34
83.34,74.22,17.22,32.0,93.34,62.02,64.59,73.65,36.4,67.53
37.58,79.82,94.78,43.0,44.3,83.02,38.6,46.56,70.48,78.86
43.75,48.76,69.29,23.0,48.28,54.32,45.73,85.74,23.24,90.08
11.49,14.49,1.19,10.0,22.38,16.6,2.3,63.51,61.08,73.21
48.22,36.54,64.16,17.0,14.11,82.54,30.04,64.75,3.59,7.3
63.7,57.89,19.16,20.0,31.55,55.67,29.85,3.85,15.14,50.24
81.25,30.13,98.38,31.0,7.01,15.51,11.58,97.13,50.62,62.84
46.06,65.98,70.14,35.0,46.85,73.67,55.64,73.25,19.53,77.5
38.12,35.76,79.29,6.0,65.32,92.41,98.25,24.15,79.77,37.92
93.8,3.29,54.71,46.0,2.53,52.73,10.6,4.89,70.53,22.63
